mention_id,source_id,source_path,line_number,raw_amount,line_excerpt,classification
money_00025,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,29,FROM $95,"meta: '60–90 MIN · FROM $95',",unclassified_raw_mention
money_00026,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,37,FROM $110,"meta: '60 MIN · FROM $110',",unclassified_raw_mention
money_00027,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,45,FROM $25,"meta: '15–90 MIN · FROM $25',",unclassified_raw_mention
money_00028,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,53,FROM $45,"meta: '45 MIN · FROM $45',",unclassified_raw_mention
money_00029,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,61,FROM $180/MO,"meta: 'CUSTOM · FROM $180/MO',",unclassified_raw_mention
money_00030,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,80,$18,"price: '2 oz $18 · 8 oz $50',",unclassified_raw_mention
money_00031,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,80,$50,"price: '2 oz $18 · 8 oz $50',",unclassified_raw_mention
money_00032,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,87,$20,"price: '4 oz $20 · 8 oz $40 · 12 oz $60',",unclassified_raw_mention
money_00033,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,87,$40,"price: '4 oz $20 · 8 oz $40 · 12 oz $60',",unclassified_raw_mention
money_00034,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,87,$60,"price: '4 oz $20 · 8 oz $40 · 12 oz $60',",unclassified_raw_mention
money_00035,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,94,$45,"price: '$45',",unclassified_raw_mention
money_00036,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,100,$8,"desc: '2 oz oil, 4 oz butter, and one crystal blend. Save $8.',",unclassified_raw_mention
money_00037,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/js/data.js,101,$75,"price: '$75',",unclassified_raw_mention
money_00038,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/services.html,71,FROM $95,"<p class=""card__meta"" style=""font-size: 14px"">60–90 MIN · FROM $95</p>",unclassified_raw_mention
money_00039,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/services.html,103,FROM $110,"<p class=""card__meta"" style=""font-size: 14px"">60 MIN · FROM $110</p>",unclassified_raw_mention
money_00040,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/services.html,134,FROM $25,"<p class=""card__meta"" style=""font-size: 14px"">15–90 MIN · FROM $25</p>",unclassified_raw_mention
money_00041,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/services.html,164,FROM $45,"<p class=""card__meta"" style=""font-size: 14px"">45 MIN · FROM $45</p>",unclassified_raw_mention
money_00042,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/services.html,186,FROM $180/MO,"<p class=""card__meta"" style=""font-size: 14px"">CUSTOM · FROM $180/MO</p>",unclassified_raw_mention
money_00043,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/shop.html,74,$18,"<p style=""margin: 4px 0 8px; font-size: 14px; font-weight: 700; color: var(--brown)"">2 oz $18 · 8 oz $50</p>",unclassified_raw_mention
money_00044,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/shop.html,74,$50,"<p style=""margin: 4px 0 8px; font-size: 14px; font-weight: 700; color: var(--brown)"">2 oz $18 · 8 oz $50</p>",unclassified_raw_mention
money_00045,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/shop.html,87,$20,"<p style=""margin: 4px 0 8px; font-size: 14px; font-weight: 700; color: var(--brown)"">4 oz $20 · 8 oz $40 · 12 oz $60</p>",unclassified_raw_mention
money_00046,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/shop.html,87,$40,"<p style=""margin: 4px 0 8px; font-size: 14px; font-weight: 700; color: var(--brown)"">4 oz $20 · 8 oz $40 · 12 oz $60</p>",unclassified_raw_mention
money_00047,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/shop.html,87,$60,"<p style=""margin: 4px 0 8px; font-size: 14px; font-weight: 700; color: var(--brown)"">4 oz $20 · 8 oz $40 · 12 oz $60</p>",unclassified_raw_mention
money_00048,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/shop.html,100,$45,"<p style=""margin: 4px 0 8px; font-size: 14px; font-weight: 700; color: var(--brown)"">$45</p>",unclassified_raw_mention
money_00049,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/shop.html,111,$8,"<p class=""card__desc"" style=""font-size: 14.5px"">2 oz oil, 4 oz butter, and one crystal blend of your choosing. The full ritual, in one box. Save $8.</p>",unclassified_raw_mention
money_00050,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/shop.html,113,$75,"<p style=""margin: 4px 0 8px; font-size: 14px; font-weight: 700; color: var(--brown)"">$75</p>",unclassified_raw_mention
money_00051,desktop_amber_source,/Users/jayjonah/Desktop/amber site/00_START_HERE.md,35,$17/mo,| Wix paid plan ($17/mo)                       | $100 earned OR custom domain needed |,unclassified_raw_mention
money_00052,desktop_amber_source,/Users/jayjonah/Desktop/amber site/00_START_HERE.md,35,$100,| Wix paid plan ($17/mo)                       | $100 earned OR custom domain needed |,unclassified_raw_mention
money_00053,desktop_amber_source,/Users/jayjonah/Desktop/amber site/00_START_HERE.md,44,$0,## Baseline monthly cost: **$0** until trigger hit.,unclassified_raw_mention
money_00054,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,25,$12,| DNS / Domain            | Existing registrar (point to Wix)                  | —                         | ~$12/yr renewal                   |,unclassified_raw_mention
money_00055,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,26,$0,| Website + Hosting       | **Wix Free** tier                                  | Free                      | $0 until e-com active             |,unclassified_raw_mention
money_00056,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,27,$0,| Bookings                | Wix Bookings (native)                              | Free tier: accepts appts  | $0                                |,unclassified_raw_mention
money_00057,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,29,$17/mo,| E-commerce              | Wix Stores **only flip on when first order books** | Light Business plan       | $17/mo triggered by revenue       |,unclassified_raw_mention
money_00058,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,30,$0,"| Email / Newsletter      | **MailerLite**                                     | Free up to 1,000 contacts | $0                                |",unclassified_raw_mention
money_00059,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,31,$0,| Content Ops / Dashboard | **Notion** (private workspace) → public page embed | Free Personal             | $0                                |,unclassified_raw_mention
money_00060,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,32,$0,| Social Feed Widget      | POWR Social Feed embed                             | Free tier                 | $0                                |,unclassified_raw_mention
money_00061,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,33,$0,"| Video Hosting           | YouTube or Vimeo (embed, don't host)               | Free                      | $0                                |",unclassified_raw_mention
money_00062,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,34,$0,| Scheduled Agent         | Cowork scheduled task → MailerLite draft weekly    | —                         | $0                                |,unclassified_raw_mention
money_00063,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,35,$0,| Forms                   | Wix Forms + Mailerlite embed                       | Free                      | $0                                |,unclassified_raw_mention
money_00064,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,36,$0,| Analytics               | Wix built-in + Google Search Console               | Free                      | $0                                |,unclassified_raw_mention
money_00065,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,39,$0,**Total baseline monthly: $0.**,unclassified_raw_mention
money_00066,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,40,$17/mo,"**Trigger paid tier only when:** first product order OR custom domain connection requires paid plan (as of current Wix pricing, custom domain connection requires Light Plan $17/mo; alternative: keep free URL for Phase 1 and use `linktr.ee/ambersessentialtouch` as primary link).",unclassified_raw_mention
money_00067,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,75,$100,- Paid Wix plan + custom domain: trigger = first $100 in bookings through site,unclassified_raw_mention
money_00068,desktop_amber_source,/Users/jayjonah/Desktop/amber site/01_PLAN.md,109,$100,| Wix free URL looks unprofessional          | Keep `ambersessentialtouch.net` as primary link in bio; point DNS when first $100 earned         |,unclassified_raw_mention
money_00069,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,165,from $25,1. **Body Waxing** — *Over a decade of precision. Full body. All skin types.* · 15–90 min · from $25,unclassified_raw_mention
money_00070,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,166,from $95,"2. **Facials** — *Consultation-based. Extractions, peels, enzyme work.* · 60–90 min · from $95",unclassified_raw_mention
money_00071,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,167,from $110,3. **Acne Treatments** — *Protocol-based. Multi-visit. Aftercare included.* · 60 min · from $110,unclassified_raw_mention
money_00072,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,168,from $45,"4. **Manicures** — *Clean, unhurried, aftercare-forward.* · 45 min · from $45",unclassified_raw_mention
money_00073,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,169,from $180/mo,5. **Monthly Ritual Plan** — *Build a regimen. Bi-monthly or quarterly.* · custom · from $180/mo,unclassified_raw_mention
money_00074,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,207,$18,1. **Purely Essential Virgin Oil** — 2 oz $18 · 8 oz $50 · Unscented / Hibiscus / Mango-Pomegranate,unclassified_raw_mention
money_00075,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,207,$50,1. **Purely Essential Virgin Oil** — 2 oz $18 · 8 oz $50 · Unscented / Hibiscus / Mango-Pomegranate,unclassified_raw_mention
money_00076,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,208,$20,2. **Whipped Body Butter** — 4 oz $20 · 8 oz $40 · 12 oz $60,unclassified_raw_mention
money_00077,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,208,$40,2. **Whipped Body Butter** — 4 oz $20 · 8 oz $40 · 12 oz $60,unclassified_raw_mention
money_00078,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,208,$60,2. **Whipped Body Butter** — 4 oz $20 · 8 oz $40 · 12 oz $60,unclassified_raw_mention
money_00079,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,209,$45,"3. **Crystal-Infused Blends** — $45 · rose quartz, amethyst, pyrite, or peacock ore",unclassified_raw_mention
money_00080,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,210,$75,4. **Starter Ritual Kit** — $75 · 2oz oil + 4oz butter + one crystal blend (save $8),unclassified_raw_mention
money_00081,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,210,$8,4. **Starter Ritual Kit** — $75 · 2oz oil + 4oz butter + one crystal blend (save $8),unclassified_raw_mention
money_00082,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,211,$30,5. **Grounding Blend** *(optional 5th SKU)* — $30 · frankincense + myrrh,unclassified_raw_mention
money_00083,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,287,$25,- Three buttons: **$25** · **$50** · **$100** · `Other`,unclassified_raw_mention
money_00084,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,287,$50,- Three buttons: **$25** · **$50** · **$100** · `Other`,unclassified_raw_mention
money_00085,desktop_amber_source,/Users/jayjonah/Desktop/amber site/03_SPECIFICATION.md,287,$100,- Three buttons: **$25** · **$50** · **$100** · `Other`,unclassified_raw_mention
money_00086,desktop_amber_source,/Users/jayjonah/Desktop/amber site/04_FIGMA_BRIEF.md,161,$25,- Donation flow ($25/$50/$100/Other),unclassified_raw_mention
money_00087,desktop_amber_source,/Users/jayjonah/Desktop/amber site/04_FIGMA_BRIEF.md,161,$50,- Donation flow ($25/$50/$100/Other),unclassified_raw_mention
money_00088,desktop_amber_source,/Users/jayjonah/Desktop/amber site/04_FIGMA_BRIEF.md,161,$100,- Donation flow ($25/$50/$100/Other),unclassified_raw_mention
money_00089,generated_brand_references,/Users/jayjonah/.codex/.chatgpt-projects/g-p-693cb0b75f5881918497db5096508c10/AMBER_ESSENTIAL_TOUCH_SOURCE_BACKED_CAMPAIGN_BRIEFS.md,21,$127,"Pinole has an estimated population of 18,761, median age of 44.7, and median household income of $127,717. Its population is approximately 29% Hispanic/Latino, 27% Asian, 9% Black, and 29% non-Hispanic White. Roughly 41% of residents speak a language other than English at home. The local market therefore supports a multi-generational campaign with distinct cultural and situational lanes rather than one flattened “inc",unclassified_raw_mention
money_00090,generated_brand_references,/Users/jayjonah/.codex/.chatgpt-projects/g-p-693cb0b75f5881918497db5096508c10/AMBER_ESSENTIAL_TOUCH_SOURCE_BACKED_CAMPAIGN_BRIEFS.md,58,$16,"- Black consumer beauty spending reached an estimated $16.2 billion in the latest NIQ reporting period, growing 9%. NIQ identifies representation, cultural identity, diverse skin and hair needs, and community investment as loyalty drivers.",unclassified_raw_mention
money_00091,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,617,FROM $95,"{ name: 'Consultation Facial', desc: 'Consultation-based facials for Pinole and the East Bay. Extractions, peels, and enzyme work — shaped to your skin on the day.', meta: '60–90 MIN · FROM $95', imgCss: 'url(images/treat-facial.png)', imgAlt: 'Ornate mirror among deep botanical florals' },",unclassified_raw_mention
money_00092,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,618,FROM $110,"{ name: 'Acne-Focused Treatment', desc: 'Protocol-based, multi-visit acne care that supports clearer skin. Aftercare included.', meta: '60 MIN · FROM $110', imgCss: 'url(images/treat-acne.png)', imgAlt: 'Orchids and layered botanicals in soft light' },",unclassified_raw_mention
money_00093,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,619,FROM $25,"{ name: 'Body Waxing & Brow Care', desc: 'Over a decade of precision waxing. Full body, all skin types, unhurried.', meta: '15–90 MIN · FROM $25', imgCss: 'url(images/treat-wax.png)', imgAlt: 'Water pitcher and amber dropper bottle on the treatment table' },",unclassified_raw_mention
money_00094,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,620,FROM $45,"{ name: 'Manicure', desc: 'Clean, unhurried, aftercare-forward hand care.', meta: '45 MIN · FROM $45', imgCss: 'url(images/treat-manicure.png)', imgAlt: 'Glass vessels and botanicals in still life' },",unclassified_raw_mention
money_00095,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,621,FROM $180/MO,"{ name: 'Monthly Ritual Plan', desc: 'Build a regimen. Bi-monthly or quarterly visits, planned around your skin\u2019s pace.', meta: 'CUSTOM · FROM $180/MO', imgCss: 'url(images/treat-ritual.png)', imgAlt: 'Brass bowl of whipped cream beside amber glass and linen' },",unclassified_raw_mention
money_00096,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,653,From $18,"{ name: 'Purely Essential Virgin Oil', variant: '3 SCENTS', from: 'From $18', desc: 'Four virgin oils, one for each layer of the skin. Shaving, cleansing, healing. Unscented, Hibiscus, or Mango-Pomegranate.', price: '2 oz $18 · 8 oz $50', imgCss: 'url(images/product-oil.png)', imgAlt: 'Amber glass dropper bottle on a dark table' },",unclassified_raw_mention
money_00097,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,653,$18,"{ name: 'Purely Essential Virgin Oil', variant: '3 SCENTS', from: 'From $18', desc: 'Four virgin oils, one for each layer of the skin. Shaving, cleansing, healing. Unscented, Hibiscus, or Mango-Pomegranate.', price: '2 oz $18 · 8 oz $50', imgCss: 'url(images/product-oil.png)', imgAlt: 'Amber glass dropper bottle on a dark table' },",unclassified_raw_mention
money_00098,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,653,$50,"{ name: 'Purely Essential Virgin Oil', variant: '3 SCENTS', from: 'From $18', desc: 'Four virgin oils, one for each layer of the skin. Shaving, cleansing, healing. Unscented, Hibiscus, or Mango-Pomegranate.', price: '2 oz $18 · 8 oz $50', imgCss: 'url(images/product-oil.png)', imgAlt: 'Amber glass dropper bottle on a dark table' },",unclassified_raw_mention
money_00099,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,654,From $20,"{ name: 'Whipped Body Butter', variant: '3 SIZES', from: 'From $20', desc: 'Shea, mango, and kokum whipped with unscented oil. Dense moisture without weight.', price: '4 oz $20 · 8 oz $40 · 12 oz $60', imgCss: 'url(images/product-butter.png)', imgAlt: 'Whipped cream in a brass bowl beside white linen' },",unclassified_raw_mention
money_00100,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,654,$20,"{ name: 'Whipped Body Butter', variant: '3 SIZES', from: 'From $20', desc: 'Shea, mango, and kokum whipped with unscented oil. Dense moisture without weight.', price: '4 oz $20 · 8 oz $40 · 12 oz $60', imgCss: 'url(images/product-butter.png)', imgAlt: 'Whipped cream in a brass bowl beside white linen' },",unclassified_raw_mention
money_00101,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,654,$40,"{ name: 'Whipped Body Butter', variant: '3 SIZES', from: 'From $20', desc: 'Shea, mango, and kokum whipped with unscented oil. Dense moisture without weight.', price: '4 oz $20 · 8 oz $40 · 12 oz $60', imgCss: 'url(images/product-butter.png)', imgAlt: 'Whipped cream in a brass bowl beside white linen' },",unclassified_raw_mention
money_00102,relocated_amber_source,/Users/jayjonah/ambers-essential-touch/AMBER’S ESSENTIAL OILS STRUCTURE./Amber's Essential Touch - Home.dc.html,654,$60,"{ name: 'Whipped Body Butter', variant: '3 SIZES', from: 'From $20', desc: 'Shea, mango, and kokum whipped with unscented oil. Dense moisture without weight.', price: '4 oz $20 · 8 oz $40 · 12 oz $60', imgCss: 'url(images/product-butter.png)', imgAlt: 'Whipped cream in a brass bowl beside white linen' },",unclassified_raw_mention
