instance_id,source_id,source_path,relative_path,status,scope,authority,bytes,sha256,mime_type,repo_canonical_path,duplicate_group,notes
src_000023,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-005.png,assets/card-005.png,observed,current repository,repo_observed,24394,e61ab118ce41321bcfc2129e3e7c77b5d74b1bb776ee451503a3c673c630e5b7,image/png,assets/card-005.png,,
src_000024,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-006.jpg,assets/card-006.jpg,observed,current repository,repo_observed,6798,9821756feff1c2b400fe1237b581fdf499000971ea811163a01aaa40e4f83f59,image/jpeg,assets/card-006.jpg,9821756feff1c2b4,
src_000025,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-007.png,assets/card-007.png,observed,current repository,repo_observed,2031,fa448da95b26d9bcab5ba6474716bbe5e9b4f59bc2d6b996b8e63bbe7878e6c3,image/png,assets/card-007.png,,
src_000026,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-008.jpg,assets/card-008.jpg,observed,current repository,repo_observed,6798,9821756feff1c2b400fe1237b581fdf499000971ea811163a01aaa40e4f83f59,image/jpeg,assets/card-008.jpg,9821756feff1c2b4,
src_000027,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-009.png,assets/card-009.png,observed,current repository,repo_observed,60636,fd8e0ca07044529713b58b1055a5e1b659c89581363c93929c0088194675b88e,image/png,assets/card-009.png,,
src_000028,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-010.jpg,assets/card-010.jpg,observed,current repository,repo_observed,12322,ab362297e09bf9544266de702d2e4c3c3395e6d149f502f80bf05420f6165627,image/jpeg,assets/card-010.jpg,ab362297e09bf954,
src_000029,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-011.png,assets/card-011.png,observed,current repository,repo_observed,2943,840413119027c2c8b054af352ef77e46b1e4f0e7a1d562247975ac5b79cdf854,image/png,assets/card-011.png,,
src_000030,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-012.jpg,assets/card-012.jpg,observed,current repository,repo_observed,12322,ab362297e09bf9544266de702d2e4c3c3395e6d149f502f80bf05420f6165627,image/jpeg,assets/card-012.jpg,ab362297e09bf954,
src_000031,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-013.png,assets/card-013.png,observed,current repository,repo_observed,1036,bf6c095ed207a73c2b83998012c6b72585756fced85bc9c6f9b58cd25d065849,image/png,assets/card-013.png,,
src_000032,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-014.jpg,assets/card-014.jpg,observed,current repository,repo_observed,614,29a0227eff622f72dc8c7811ee9565e5d77b0345a22c3c90460cae9e5c8e0d72,image/jpeg,assets/card-014.jpg,29a0227eff622f72,
src_000033,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-015.png,assets/card-015.png,observed,current repository,repo_observed,186,03fdf8f124db17dbd37daae6536ab448df44c64b72926692a9f06bcf8d4bce0a,image/png,assets/card-015.png,03fdf8f124db17db,
src_000034,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-016.jpg,assets/card-016.jpg,observed,current repository,repo_observed,614,29a0227eff622f72dc8c7811ee9565e5d77b0345a22c3c90460cae9e5c8e0d72,image/jpeg,assets/card-016.jpg,29a0227eff622f72,
src_000035,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-017.jpg,assets/card-017.jpg,observed,current repository,repo_observed,394,1799ea8a206c6b9f83301cb89c2f4974813ec7dc4be991d23873b7cadd9aed6d,image/jpeg,assets/card-017.jpg,1799ea8a206c6b9f,
src_000036,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-018.png,assets/card-018.png,observed,current repository,repo_observed,130,827e4d00968d59b67c6928126992d11aebb08d5d98fa56600a3c96ddd80c70e6,image/png,assets/card-018.png,827e4d00968d59b6,
src_000037,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-019.jpg,assets/card-019.jpg,observed,current repository,repo_observed,394,1799ea8a206c6b9f83301cb89c2f4974813ec7dc4be991d23873b7cadd9aed6d,image/jpeg,assets/card-019.jpg,1799ea8a206c6b9f,
src_000038,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-020.jpg,assets/card-020.jpg,observed,current repository,repo_observed,377,804629da9c90f18c364cd9a667660e38e079dd8db589273ea937090b5df725d8,image/jpeg,assets/card-020.jpg,804629da9c90f18c,
src_000039,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-021.png,assets/card-021.png,observed,current repository,repo_observed,125,928cde69c4fabd2e2f5918aa9a9c2678085a76531d2cdc9e93ff6ff7adc94f28,image/png,assets/card-021.png,,
src_000040,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-022.jpg,assets/card-022.jpg,observed,current repository,repo_observed,377,804629da9c90f18c364cd9a667660e38e079dd8db589273ea937090b5df725d8,image/jpeg,assets/card-022.jpg,804629da9c90f18c,
src_000041,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-023.jpg,assets/card-023.jpg,observed,current repository,repo_observed,375,4d1b9b416272aedc75a74f68378ed1123705a5a83999e7020958af706cd9c476,image/jpeg,assets/card-023.jpg,4d1b9b416272aedc,
src_000042,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-024.png,assets/card-024.png,observed,current repository,repo_observed,125,78c5f17f143525c4f446ee978b1b02eea56cae3545679a27ce216220a50349d3,image/png,assets/card-024.png,,
src_000043,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-025.jpg,assets/card-025.jpg,observed,current repository,repo_observed,375,4d1b9b416272aedc75a74f68378ed1123705a5a83999e7020958af706cd9c476,image/jpeg,assets/card-025.jpg,4d1b9b416272aedc,
src_000044,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-026.jpg,assets/card-026.jpg,observed,current repository,repo_observed,398,d5ecd8ccca290e90747d47c98ca463611cdb87cbc204f2b82ca37e9f3501ae45,image/jpeg,assets/card-026.jpg,d5ecd8ccca290e90,
src_000045,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-027.png,assets/card-027.png,observed,current repository,repo_observed,140,61c3acb332cdae54ae523cbb5cdecdf8ce8233d61f75e322983c9ddde5c3eef2,image/png,assets/card-027.png,61c3acb332cdae54,
src_000046,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-028.jpg,assets/card-028.jpg,observed,current repository,repo_observed,398,d5ecd8ccca290e90747d47c98ca463611cdb87cbc204f2b82ca37e9f3501ae45,image/jpeg,assets/card-028.jpg,d5ecd8ccca290e90,
src_000047,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-029.jpg,assets/card-029.jpg,observed,current repository,repo_observed,11788,55f3b5022bca0db4f587e8b4ec981fa32c54770caaee28f8098c20a08b273d8c,image/jpeg,assets/card-029.jpg,55f3b5022bca0db4,
src_000048,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-030.png,assets/card-030.png,observed,current repository,repo_observed,2712,e330247d06866088788c8a9ac16549855234a64abb09d6b5ac01762c0302d7e4,image/png,assets/card-030.png,,
src_000049,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-031.jpg,assets/card-031.jpg,observed,current repository,repo_observed,11788,55f3b5022bca0db4f587e8b4ec981fa32c54770caaee28f8098c20a08b273d8c,image/jpeg,assets/card-031.jpg,55f3b5022bca0db4,
src_000050,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-032.jpg,assets/card-032.jpg,observed,current repository,repo_observed,544,995e4d74fcd60d09c93f3aedbb17a4d106b0b5991eba51d52783de57e265196a,image/jpeg,assets/card-032.jpg,995e4d74fcd60d09,
src_000051,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-033.png,assets/card-033.png,observed,current repository,repo_observed,167,c602d61bb8f420198bbd98024f07b6f7d3d7ad6a1368b46e88ddc50a4b60b98f,image/png,assets/card-033.png,,
src_000052,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-034.jpg,assets/card-034.jpg,observed,current repository,repo_observed,544,995e4d74fcd60d09c93f3aedbb17a4d106b0b5991eba51d52783de57e265196a,image/jpeg,assets/card-034.jpg,995e4d74fcd60d09,
src_000053,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-035.jpg,assets/card-035.jpg,observed,current repository,repo_observed,422,f7e0bfcd12ca05023937ccd2d8d3423934fbf6da140ea5d42f13a0644f168ee2,image/jpeg,assets/card-035.jpg,f7e0bfcd12ca0502,
src_000054,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-036.png,assets/card-036.png,observed,current repository,repo_observed,143,3986b61f3205be2b112550f89f15c68b977fd92476b6dab0c0e0280345596f03,image/png,assets/card-036.png,3986b61f3205be2b,
src_000055,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-037.jpg,assets/card-037.jpg,observed,current repository,repo_observed,422,f7e0bfcd12ca05023937ccd2d8d3423934fbf6da140ea5d42f13a0644f168ee2,image/jpeg,assets/card-037.jpg,f7e0bfcd12ca0502,
src_000056,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-038.jpg,assets/card-038.jpg,observed,current repository,repo_observed,399,bcca49589027993b0881c4958d914dacdf7a11cf601641dd41c07586f484e4b5,image/jpeg,assets/card-038.jpg,bcca49589027993b,
src_000057,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-039.png,assets/card-039.png,observed,current repository,repo_observed,141,03c162dd13133f1f43548eb0a2d78606aa0bb3fff44bc6e822d42da6469d9d30,image/png,assets/card-039.png,03c162dd13133f1f,
src_000058,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-040.jpg,assets/card-040.jpg,observed,current repository,repo_observed,399,bcca49589027993b0881c4958d914dacdf7a11cf601641dd41c07586f484e4b5,image/jpeg,assets/card-040.jpg,bcca49589027993b,
src_000059,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-041.jpg,assets/card-041.jpg,observed,current repository,repo_observed,398,0a397992baffac373108f2dbb274426ece204f58c725ee827a45437eadb8e403,image/jpeg,assets/card-041.jpg,0a397992baffac37,
src_000060,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-042.png,assets/card-042.png,observed,current repository,repo_observed,140,d848cbca1b4c24589862fe0fd5c30e5f854ef101387f8451f25c1f8b48934a07,image/png,assets/card-042.png,d848cbca1b4c2458,
src_000061,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-043.jpg,assets/card-043.jpg,observed,current repository,repo_observed,398,0a397992baffac373108f2dbb274426ece204f58c725ee827a45437eadb8e403,image/jpeg,assets/card-043.jpg,0a397992baffac37,
src_000062,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-044.jpg,assets/card-044.jpg,observed,current repository,repo_observed,449,0734f7e02c2ef588e62d5a5924b7f7228fc0f4d6a0c7ee8b8a9cbaf2ccf3564f,image/jpeg,assets/card-044.jpg,0734f7e02c2ef588,
src_000063,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-045.png,assets/card-045.png,observed,current repository,repo_observed,149,b1ecf480f26c1ee2116ca5a6d801cf4c9e2c41fce04a3d782f9c9b54ce01ad0d,image/png,assets/card-045.png,,
src_000064,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-046.jpg,assets/card-046.jpg,observed,current repository,repo_observed,449,0734f7e02c2ef588e62d5a5924b7f7228fc0f4d6a0c7ee8b8a9cbaf2ccf3564f,image/jpeg,assets/card-046.jpg,0734f7e02c2ef588,
src_000065,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-047.jpg,assets/card-047.jpg,observed,current repository,repo_observed,457,c63671f186332f5168769bf33bf4e7214db3ac7f5b6823acd7b0b5e439adf083,image/jpeg,assets/card-047.jpg,c63671f186332f51,
src_000066,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-048.png,assets/card-048.png,observed,current repository,repo_observed,149,fde65b6b0186d44146b1fb92083c19a2aeb3359294aead6ccaabcad77db5bf15,image/png,assets/card-048.png,fde65b6b0186d441,
src_000067,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-049.jpg,assets/card-049.jpg,observed,current repository,repo_observed,457,c63671f186332f5168769bf33bf4e7214db3ac7f5b6823acd7b0b5e439adf083,image/jpeg,assets/card-049.jpg,c63671f186332f51,
src_000068,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-050.jpg,assets/card-050.jpg,observed,current repository,repo_observed,420,f47705c7f46d9d38bca2d3159cbd4a89e4054d0163a3275129860f5e36b0c5ca,image/jpeg,assets/card-050.jpg,f47705c7f46d9d38,
src_000069,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-051.png,assets/card-051.png,observed,current repository,repo_observed,143,3986b61f3205be2b112550f89f15c68b977fd92476b6dab0c0e0280345596f03,image/png,assets/card-051.png,3986b61f3205be2b,
src_000070,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-052.jpg,assets/card-052.jpg,observed,current repository,repo_observed,420,f47705c7f46d9d38bca2d3159cbd4a89e4054d0163a3275129860f5e36b0c5ca,image/jpeg,assets/card-052.jpg,f47705c7f46d9d38,
src_000071,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-053.jpg,assets/card-053.jpg,observed,current repository,repo_observed,422,5e9a0925b786b81b405cad1008744bbf4852114d0b89f010e63abd13fdaf4697,image/jpeg,assets/card-053.jpg,5e9a0925b786b81b,
src_000072,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-054.png,assets/card-054.png,observed,current repository,repo_observed,145,c5c9a453c9bd5a0a673ab974aa76d801be5485fe10bb2c0e13941395d090d71f,image/png,assets/card-054.png,c5c9a453c9bd5a0a,
src_000073,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-055.jpg,assets/card-055.jpg,observed,current repository,repo_observed,422,5e9a0925b786b81b405cad1008744bbf4852114d0b89f010e63abd13fdaf4697,image/jpeg,assets/card-055.jpg,5e9a0925b786b81b,
src_000074,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-056.jpg,assets/card-056.jpg,observed,current repository,repo_observed,419,a2b3d4aa80fa2c41b3842a425b76c4f65227e50cb55ac60bc6bbf886f6091b53,image/jpeg,assets/card-056.jpg,a2b3d4aa80fa2c41,
src_000075,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-057.png,assets/card-057.png,observed,current repository,repo_observed,143,8f216cf892e589dbe96b4794eaaaee6aa1606c89ff3b11b6302d0e6299e1ae70,image/png,assets/card-057.png,8f216cf892e589db,
src_000076,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-058.jpg,assets/card-058.jpg,observed,current repository,repo_observed,419,a2b3d4aa80fa2c41b3842a425b76c4f65227e50cb55ac60bc6bbf886f6091b53,image/jpeg,assets/card-058.jpg,a2b3d4aa80fa2c41,
src_000077,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-059.jpg,assets/card-059.jpg,observed,current repository,repo_observed,417,d3d56aa4cb284d0992684bafa5808ee28d41362fc62baa445e4d554db406f461,image/jpeg,assets/card-059.jpg,d3d56aa4cb284d09,
src_000078,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-060.png,assets/card-060.png,observed,current repository,repo_observed,143,8f216cf892e589dbe96b4794eaaaee6aa1606c89ff3b11b6302d0e6299e1ae70,image/png,assets/card-060.png,8f216cf892e589db,
src_000079,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-061.jpg,assets/card-061.jpg,observed,current repository,repo_observed,417,d3d56aa4cb284d0992684bafa5808ee28d41362fc62baa445e4d554db406f461,image/jpeg,assets/card-061.jpg,d3d56aa4cb284d09,
src_000080,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-062.jpg,assets/card-062.jpg,observed,current repository,repo_observed,410,f4c37453b1fb6bd94f778d44e098ddc3791f786412a293fbefad34885bf7f7ef,image/jpeg,assets/card-062.jpg,f4c37453b1fb6bd9,
src_000081,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-063.png,assets/card-063.png,observed,current repository,repo_observed,142,2df3463ad0c398469d1d654b9eb9c379514b668859bcf3a114de5eb13218fe1c,image/png,assets/card-063.png,2df3463ad0c39846,
src_000082,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-064.jpg,assets/card-064.jpg,observed,current repository,repo_observed,410,f4c37453b1fb6bd94f778d44e098ddc3791f786412a293fbefad34885bf7f7ef,image/jpeg,assets/card-064.jpg,f4c37453b1fb6bd9,
src_000083,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-065.jpg,assets/card-065.jpg,observed,current repository,repo_observed,398,6e7c36ce563e15fc19a777186d1dc867ddcf9fd1c95055dee80b697f863d13b3,image/jpeg,assets/card-065.jpg,6e7c36ce563e15fc,
src_000084,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-066.png,assets/card-066.png,observed,current repository,repo_observed,141,03c162dd13133f1f43548eb0a2d78606aa0bb3fff44bc6e822d42da6469d9d30,image/png,assets/card-066.png,03c162dd13133f1f,
