asset_instance_id,source_instance_id,source_id,source_path,relative_path,repo_canonical_path,sha256,duplicate_group,bytes,image_format,width,height,image_mode,has_alpha,provenance_class,review_batch,review_status,approval_status,usage_status,content_summary,embedded_text_status,identity_sensitivity,notes
vis_000011,src_000028,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-010.jpg,assets/card-010.jpg,assets/card-010.jpg,ab362297e09bf9544266de702d2e4c3c3395e6d149f502f80bf05420f6165627,ab362297e09bf954,12322,JPEG,836,744,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000012,src_000029,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-011.png,assets/card-011.png,assets/card-011.png,840413119027c2c8b054af352ef77e46b1e4f0e7a1d562247975ac5b79cdf854,840413119027c2c8,2943,PNG,836,744,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000013,src_000030,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-012.jpg,assets/card-012.jpg,assets/card-012.jpg,ab362297e09bf9544266de702d2e4c3c3395e6d149f502f80bf05420f6165627,ab362297e09bf954,12322,JPEG,836,744,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000014,src_000031,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-013.png,assets/card-013.png,assets/card-013.png,bf6c095ed207a73c2b83998012c6b72585756fced85bc9c6f9b58cd25d065849,bf6c095ed207a73c,1036,PNG,108,70,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000015,src_000032,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-014.jpg,assets/card-014.jpg,assets/card-014.jpg,29a0227eff622f72dc8c7811ee9565e5d77b0345a22c3c90460cae9e5c8e0d72,29a0227eff622f72,614,JPEG,104,66,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000016,src_000033,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-015.png,assets/card-015.png,assets/card-015.png,03fdf8f124db17dbd37daae6536ab448df44c64b72926692a9f06bcf8d4bce0a,03fdf8f124db17db,186,PNG,104,66,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000017,src_000034,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-016.jpg,assets/card-016.jpg,assets/card-016.jpg,29a0227eff622f72dc8c7811ee9565e5d77b0345a22c3c90460cae9e5c8e0d72,29a0227eff622f72,614,JPEG,104,66,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000018,src_000035,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-017.jpg,assets/card-017.jpg,assets/card-017.jpg,1799ea8a206c6b9f83301cb89c2f4974813ec7dc4be991d23873b7cadd9aed6d,1799ea8a206c6b9f,394,JPEG,45,39,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000019,src_000036,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-018.png,assets/card-018.png,assets/card-018.png,827e4d00968d59b67c6928126992d11aebb08d5d98fa56600a3c96ddd80c70e6,827e4d00968d59b6,130,PNG,45,39,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000020,src_000037,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-019.jpg,assets/card-019.jpg,assets/card-019.jpg,1799ea8a206c6b9f83301cb89c2f4974813ec7dc4be991d23873b7cadd9aed6d,1799ea8a206c6b9f,394,JPEG,45,39,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000021,src_000038,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-020.jpg,assets/card-020.jpg,assets/card-020.jpg,804629da9c90f18c364cd9a667660e38e079dd8db589273ea937090b5df725d8,804629da9c90f18c,377,JPEG,40,38,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000022,src_000039,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-021.png,assets/card-021.png,assets/card-021.png,928cde69c4fabd2e2f5918aa9a9c2678085a76531d2cdc9e93ff6ff7adc94f28,928cde69c4fabd2e,125,PNG,40,38,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000023,src_000040,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-022.jpg,assets/card-022.jpg,assets/card-022.jpg,804629da9c90f18c364cd9a667660e38e079dd8db589273ea937090b5df725d8,804629da9c90f18c,377,JPEG,40,38,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000024,src_000041,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-023.jpg,assets/card-023.jpg,assets/card-023.jpg,4d1b9b416272aedc75a74f68378ed1123705a5a83999e7020958af706cd9c476,4d1b9b416272aedc,375,JPEG,39,38,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000025,src_000042,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-024.png,assets/card-024.png,assets/card-024.png,78c5f17f143525c4f446ee978b1b02eea56cae3545679a27ce216220a50349d3,78c5f17f143525c4,125,PNG,39,38,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000026,src_000043,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-025.jpg,assets/card-025.jpg,assets/card-025.jpg,4d1b9b416272aedc75a74f68378ed1123705a5a83999e7020958af706cd9c476,4d1b9b416272aedc,375,JPEG,39,38,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000027,src_000044,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-026.jpg,assets/card-026.jpg,assets/card-026.jpg,d5ecd8ccca290e90747d47c98ca463611cdb87cbc204f2b82ca37e9f3501ae45,d5ecd8ccca290e90,398,JPEG,51,51,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000028,src_000045,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-027.png,assets/card-027.png,assets/card-027.png,61c3acb332cdae54ae523cbb5cdecdf8ce8233d61f75e322983c9ddde5c3eef2,61c3acb332cdae54,140,PNG,51,51,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000029,src_000046,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-028.jpg,assets/card-028.jpg,assets/card-028.jpg,d5ecd8ccca290e90747d47c98ca463611cdb87cbc204f2b82ca37e9f3501ae45,d5ecd8ccca290e90,398,JPEG,51,51,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000030,src_000047,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-029.jpg,assets/card-029.jpg,assets/card-029.jpg,55f3b5022bca0db4f587e8b4ec981fa32c54770caaee28f8098c20a08b273d8c,55f3b5022bca0db4,11788,JPEG,807,698,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000031,src_000048,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-030.png,assets/card-030.png,assets/card-030.png,e330247d06866088788c8a9ac16549855234a64abb09d6b5ac01762c0302d7e4,e330247d06866088,2712,PNG,807,698,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000032,src_000049,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-031.jpg,assets/card-031.jpg,assets/card-031.jpg,55f3b5022bca0db4f587e8b4ec981fa32c54770caaee28f8098c20a08b273d8c,55f3b5022bca0db4,11788,JPEG,807,698,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000033,src_000050,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-032.jpg,assets/card-032.jpg,assets/card-032.jpg,995e4d74fcd60d09c93f3aedbb17a4d106b0b5991eba51d52783de57e265196a,995e4d74fcd60d09,544,JPEG,73,70,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000034,src_000051,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-033.png,assets/card-033.png,assets/card-033.png,c602d61bb8f420198bbd98024f07b6f7d3d7ad6a1368b46e88ddc50a4b60b98f,c602d61bb8f42019,167,PNG,73,70,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000035,src_000052,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-034.jpg,assets/card-034.jpg,assets/card-034.jpg,995e4d74fcd60d09c93f3aedbb17a4d106b0b5991eba51d52783de57e265196a,995e4d74fcd60d09,544,JPEG,73,70,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000036,src_000053,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-035.jpg,assets/card-035.jpg,assets/card-035.jpg,f7e0bfcd12ca05023937ccd2d8d3423934fbf6da140ea5d42f13a0644f168ee2,f7e0bfcd12ca0502,422,JPEG,53,55,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000037,src_000054,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-036.png,assets/card-036.png,assets/card-036.png,3986b61f3205be2b112550f89f15c68b977fd92476b6dab0c0e0280345596f03,3986b61f3205be2b,143,PNG,53,55,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000038,src_000055,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-037.jpg,assets/card-037.jpg,assets/card-037.jpg,f7e0bfcd12ca05023937ccd2d8d3423934fbf6da140ea5d42f13a0644f168ee2,f7e0bfcd12ca0502,422,JPEG,53,55,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000039,src_000056,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-038.jpg,assets/card-038.jpg,assets/card-038.jpg,bcca49589027993b0881c4958d914dacdf7a11cf601641dd41c07586f484e4b5,bcca49589027993b,399,JPEG,52,52,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000040,src_000057,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-039.png,assets/card-039.png,assets/card-039.png,03c162dd13133f1f43548eb0a2d78606aa0bb3fff44bc6e822d42da6469d9d30,03c162dd13133f1f,141,PNG,52,52,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000041,src_000058,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-040.jpg,assets/card-040.jpg,assets/card-040.jpg,bcca49589027993b0881c4958d914dacdf7a11cf601641dd41c07586f484e4b5,bcca49589027993b,399,JPEG,52,52,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000042,src_000059,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-041.jpg,assets/card-041.jpg,assets/card-041.jpg,0a397992baffac373108f2dbb274426ece204f58c725ee827a45437eadb8e403,0a397992baffac37,398,JPEG,52,51,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000043,src_000060,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-042.png,assets/card-042.png,assets/card-042.png,d848cbca1b4c24589862fe0fd5c30e5f854ef101387f8451f25c1f8b48934a07,d848cbca1b4c2458,140,PNG,52,51,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000044,src_000061,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-043.jpg,assets/card-043.jpg,assets/card-043.jpg,0a397992baffac373108f2dbb274426ece204f58c725ee827a45437eadb8e403,0a397992baffac37,398,JPEG,52,51,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000045,src_000062,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-044.jpg,assets/card-044.jpg,assets/card-044.jpg,0734f7e02c2ef588e62d5a5924b7f7228fc0f4d6a0c7ee8b8a9cbaf2ccf3564f,0734f7e02c2ef588,449,JPEG,64,54,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000046,src_000063,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-045.png,assets/card-045.png,assets/card-045.png,b1ecf480f26c1ee2116ca5a6d801cf4c9e2c41fce04a3d782f9c9b54ce01ad0d,b1ecf480f26c1ee2,149,PNG,64,54,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000047,src_000064,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-046.jpg,assets/card-046.jpg,assets/card-046.jpg,0734f7e02c2ef588e62d5a5924b7f7228fc0f4d6a0c7ee8b8a9cbaf2ccf3564f,0734f7e02c2ef588,449,JPEG,64,54,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000048,src_000065,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-047.jpg,assets/card-047.jpg,assets/card-047.jpg,c63671f186332f5168769bf33bf4e7214db3ac7f5b6823acd7b0b5e439adf083,c63671f186332f51,457,JPEG,58,57,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000049,src_000066,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-048.png,assets/card-048.png,assets/card-048.png,fde65b6b0186d44146b1fb92083c19a2aeb3359294aead6ccaabcad77db5bf15,fde65b6b0186d441,149,PNG,58,57,RGB,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000050,src_000067,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-049.jpg,assets/card-049.jpg,assets/card-049.jpg,c63671f186332f5168769bf33bf4e7214db3ac7f5b6823acd7b0b5e439adf083,c63671f186332f51,457,JPEG,58,57,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
vis_000051,src_000068,repo_current,/Users/jayjonah/Documents/Codex/2026-08-11/referenced-chatgpt-conversation-this-is-an-2/work/ambers-essential-touch-research/assets/card-050.jpg,assets/card-050.jpg,assets/card-050.jpg,f47705c7f46d9d38bca2d3159cbd4a89e4054d0163a3275129860f5e36b0c5ca,f47705c7f46d9d38,420,JPEG,53,55,L,False,legacy_export_fragment,repo_legacy_fragments,reviewed,not_approved_as_standalone,not_consumed,Legacy cropped layer mask text remnant or export fragment from prior card artwork.,fragment_may_include_text,none_observed,
